channel_flux_adjusted,blanket_flux_adjusted,energy_filter_values
0.0,0.0,0.0087096
0.0,0.0,0.0091201
0.0,0.0,0.0095499
0.0,0.0,0.01
0.0,0.0,0.010471
0.0,0.0,0.010965
0.0,0.0,0.011482
0.0,0.0,0.012023
0.0,0.0,0.012589
0.0,0.0,0.013183
0.0,0.0,0.013804
0.0,0.0,0.014454
0.0,0.0,0.015136
0.0,0.0,0.015849
0.0,0.0,0.016596
0.0,0.0,0.017378
0.0,0.0,0.018197
0.0,0.0,0.019055
0.0,0.0,0.019953
0.0,0.0,0.020893
0.0,0.0,0.021878
0.0,0.0,0.022909
0.0,0.0,0.023988
0.0,0.0,0.025119
0.0,0.0,0.026303
0.0,0.0,0.027542
0.0,0.0,0.02884
0.0,0.0,0.0302
0.0,0.0,0.031623
0.0,0.0,0.033113
0.0,0.0,0.034674
0.0,0.0,0.036308
0.0,0.0,0.038019
0.0,0.0,0.039811
0.0,0.0,0.041687
0.0,0.0,0.043652
0.0,0.0,0.045709
0.0,0.0,0.047863
0.0,0.0,0.050119
0.0,0.0,0.052481
0.0,0.0,0.054954
0.0,0.0,0.057544
0.0,0.0,0.060256
0.0,0.0,0.063096
0.0,0.0,0.066069
0.0,0.0,0.069183
0.0,0.0,0.072444
0.0,0.0,0.075858
0.0,0.0,0.079433
0.0,0.0,0.083176
0.0,0.0,0.087096
0.0,0.0,0.091201
0.0,0.0,0.095499
0.0,0.0,0.1
0.0,0.0,0.10471
0.0,5.441739466085472e-21,0.10965
0.0,0.0,0.11482
0.0,0.0,0.12023
0.0,0.0,0.12589
0.0,0.0,0.13183
0.0,0.0,0.13804
0.0,0.0,0.14454
0.0,0.0,0.15136
0.0,0.0,0.15849
0.0,0.0,0.16596
0.0,0.0,0.17378
0.0,0.0,0.18197
0.0,5.232078653885843e-20,0.19055
0.0,0.0,0.19953
0.0,9.333641055365986e-20,0.20893
0.0,0.0,0.21878
0.0,1.0394146535610664e-19,0.22909
0.0,0.0,0.23988
0.0,1.4613188781942581e-19,0.25119
0.0,3.5313005263852684e-19,0.26303
0.0,2.3315426671992343e-19,0.27542
0.0,4.853785843621186e-19,0.2884
0.0,5.010083747147035e-19,0.302
0.0,2.2762665093396644e-19,0.31623
3.052701337317139e-18,1.086439541393933e-18,0.33113
1.3454595922467507e-18,1.6705432015227854e-18,0.34674
0.0,1.4361293918411535e-18,0.36308
5.352276080631409e-18,2.267119676961366e-18,0.38019
0.0,1.9542222417950873e-18,0.39811
0.0,1.9635014882666643e-18,0.41687
2.9130053893304546e-18,3.1787592619295604e-18,0.43652
5.824983237322504e-18,3.875108007766266e-18,0.45709
2.1716394553732102e-17,6.527536244598157e-18,0.47863
9.130999627558779e-18,8.873084641412808e-18,0.50119
2.24974832424779e-17,8.46896728990914e-18,0.52481
3.6060377461653114e-17,1.0537480851450448e-17,0.54954
5.684533244266733e-17,1.2723672831182918e-17,0.57544
4.279752402251943e-17,1.613683127437232e-17,0.60256
8.58335212534233e-17,1.9477578553635255e-17,0.63096
5.630657533203386e-17,2.1541867155256146e-17,0.66069
3.3459784065983894e-17,2.672585354837294e-17,0.69183
8.32107672943298e-17,3.5628967822698184e-17,0.72444
1.1225854179906752e-16,4.2308521390820705e-17,0.75858
1.443328822526075e-16,5.144814607253931e-17,0.79433
1.7861537809951967e-16,6.129394507598034e-17,0.83176
2.746602259881334e-16,7.176752450749086e-17,0.87096
1.8521264025340744e-16,8.56795996464439e-17,0.91201
3.080585165041974e-16,1.0458350009966761e-16,0.95499
2.8645945387816014e-16,1.2100367084480919e-16,1.0
4.18018391993666e-16,1.5955177678109432e-16,1.0471
5.834608176245711e-16,1.8724282739576628e-16,1.0965
5.112983275821328e-16,2.279331895114793e-16,1.1482
6.72801008845692e-16,2.6679076957385044e-16,1.2023
9.447709454562892e-16,3.065334023084053e-16,1.2589
1.0665088081530988e-15,3.630221278816036e-16,1.3183
1.0301132810553597e-15,4.4213296103915765e-16,1.3804
1.4685215564792763e-15,5.220410712055164e-16,1.4454
1.4991553699572944e-15,6.018511592935901e-16,1.5136
1.856792916759861e-15,7.200879585796972e-16,1.5849
2.209278613365731e-15,8.497887072384272e-16,1.6596
2.7858631929773063e-15,1.0051586235707891e-15,1.7378
3.2930452278532217e-15,1.1738824278088736e-15,1.8197
3.509167595571916e-15,1.3583556684703725e-15,1.9055
4.201358541656936e-15,1.5599886063522064e-15,1.9953
5.1827217511296256e-15,1.8428456912196164e-15,2.0893
5.800665615151177e-15,2.1174890453717245e-15,2.1878
6.4015657223898766e-15,2.458882158679802e-15,2.2909
7.610529256037905e-15,2.8306375809667954e-15,2.3988
8.689814802370962e-15,3.271030171128554e-15,2.5119
1.0186792356602116e-14,3.797676248131594e-15,2.6303
1.11122877084437e-14,4.31974934672037e-15,2.7542
1.2582174437253573e-14,4.993044280092931e-15,2.884
1.532964431087184e-14,5.6408415947530014e-15,3.02
1.6751805604755782e-14,6.436823970953307e-15,3.1623
1.777209138322375e-14,7.273490058876583e-15,3.3113
2.082613218720565e-14,8.342079371075823e-15,3.4674
2.2331355773071876e-14,9.41283342643929e-15,3.6308
2.5406200324937722e-14,1.0617880223868583e-14,3.8019
2.8632378576302594e-14,1.2115645022890978e-14,3.9811
3.352926335011428e-14,1.3552911670433627e-14,4.1687
4.0844166939721005e-14,1.522436064674758e-14,4.3652
4.6437359131007536e-14,1.709132531310917e-14,4.5709
5.41615410320258e-14,1.915169225581576e-14,4.7863
6.167353436156943e-14,2.1249508274741836e-14,5.0119
6.908398331278012e-14,2.374482652684961e-14,5.2481
7.735725021016067e-14,2.6320057075312845e-14,5.4954
8.597410142384748e-14,2.9437688554756263e-14,5.7544
9.496697075551909e-14,3.240359253362158e-14,6.0256
1.0217827106623735e-13,3.584128433089757e-14,6.3096
1.1334235009339768e-13,3.994079102432542e-14,6.6069
1.2313351450668065e-13,4.401210254839315e-14,6.9183
1.3169502982446838e-13,4.871076708262518e-14,7.2444
1.4748759042283985e-13,5.331848657690762e-14,7.5858
1.7576451954175206e-13,5.774706751889242e-14,7.9433
1.9587707360855238e-13,6.414697188282264e-14,8.3176
2.1689769450506915e-13,7.062020180109888e-14,8.7096
2.321994593324204e-13,7.703507862102515e-14,9.1201
2.5832785867437963e-13,8.388417344982676e-14,9.5499
2.76957913524062e-13,9.072874007764265e-14,10.0
2.979938881632253e-13,9.842118683756516e-14,10.471
3.184415167927933e-13,1.0693756934641486e-13,10.965
3.407535142919913e-13,1.15598240525148e-13,11.482
3.6752305202116905e-13,1.2455864932625082e-13,12.023
3.9610530801123825e-13,1.3483918381309912e-13,12.589
4.2488000981192156e-13,1.4531774630024783e-13,13.183
4.569374286679576e-13,1.5632710179260262e-13,13.804
4.860492268134332e-13,1.6845342410932067e-13,14.454
5.21036601114747e-13,1.8071314789232678e-13,15.136
5.623396692419096e-13,1.9386549662118494e-13,15.849
6.122030414075532e-13,2.080019109208753e-13,16.596
6.70961854126767e-13,2.2242060569601918e-13,17.378
6.892857410453423e-13,2.3763226267057335e-13,18.197
7.372891440286288e-13,2.534981240431914e-13,19.055
8.003628683054616e-13,2.6977127149380873e-13,19.953
8.880005170628409e-13,2.879276095087308e-13,20.893
9.94121231844033e-13,3.0566538872142e-13,21.878
1.0860235577331026e-12,3.242400712634516e-13,22.909
1.1810219171679753e-12,3.448330972038292e-13,23.988
1.2592408185940484e-12,3.65210835868133e-13,25.119
1.314979329970861e-12,3.8661063735408903e-13,26.303
1.5290487618839422e-12,4.084992096423962e-13,27.542
1.6756384241156082e-12,4.3208842400974574e-13,28.84
1.7782944582478634e-12,4.551113156614777e-13,30.2
1.8854099196899234e-12,4.789728241001445e-13,31.623
1.9814119202843274e-12,5.039696700385178e-13,33.113
2.0690545467332252e-12,5.294164844979855e-13,34.674
2.1718229256866544e-12,5.559291183863261e-13,36.308
2.2537121938015194e-12,5.829681386413876e-13,38.019
2.308523826693439e-12,6.097469534440482e-13,39.811
2.486886512354938e-12,6.396983160625052e-13,41.687
2.553675848261305e-12,6.690932256483231e-13,43.652
2.595798250107696e-12,6.991188309096493e-13,45.709
2.948792870973103e-12,7.301489312924424e-13,47.863
3.287170645972228e-12,7.621974159956031e-13,50.119
3.4606619540988526e-12,7.938551787074091e-13,52.481
3.594308682721239e-12,8.264315576894824e-13,54.954
3.747568338756578e-12,8.589440480260476e-13,57.544
3.886263877094633e-12,8.934672504337757e-13,60.256
3.975395668205425e-12,9.267009044525278e-13,63.096
4.202929604688904e-12,9.6089263913731e-13,66.069
4.355353985981827e-12,9.969507241475735e-13,69.183
4.4916018098441725e-12,1.0327935907832539e-12,72.444
4.6590025619511734e-12,1.0689050512075701e-12,75.858
4.782931501679968e-12,1.105584937906079e-12,79.433
4.941680059570563e-12,1.1435157921469015e-12,83.176
5.059314792267118e-12,1.18175019895395e-12,87.096
5.180710013160477e-12,1.2190819931337242e-12,91.201
5.347026663004545e-12,1.2576076286899503e-12,95.499
5.2324816943233225e-12,1.2949036014162262e-12,100.0
5.850868291933384e-12,1.3381864140668834e-12,104.71
5.965412853296433e-12,1.376989696792194e-12,109.65
5.92369555592884e-12,1.417313124133427e-12,114.82
6.461483165337979e-12,1.4566853181437092e-12,120.23
6.694883692671181e-12,1.5014343626405754e-12,125.89
6.805100181345662e-12,1.5393742713355553e-12,131.83
6.968622206840169e-12,1.5791805507960196e-12,138.04
7.373391547217978e-12,1.6267414456749002e-12,144.54
7.239232445462787e-12,1.6644217587014734e-12,151.36
6.8638376801584185e-12,1.69658811240519e-12,158.49
6.5320599460751685e-12,1.7312112662972356e-12,165.96
8.5671880827594e-12,1.79488936127644e-12,173.78
7.885070863800023e-12,1.8366591362980794e-12,181.97
8.910829359703356e-12,1.882780740822068e-12,190.55
9.506658183355744e-12,1.9255848111525417e-12,199.53
9.789367273471427e-12,1.966551271258391e-12,208.93
9.72977394123796e-12,2.0071933808370056e-12,218.78
1.048338725149228e-11,2.0501069526323725e-12,229.09
1.038504066523586e-11,2.0908690330394595e-12,239.88
1.0595309363490035e-11,2.1321977829077268e-12,251.19
1.149034569991319e-11,2.176413403141725e-12,263.03
1.1479852392270896e-11,2.2164722796340732e-12,275.42
1.2116329532188832e-11,2.2605285378453497e-12,288.4
1.2449664338777873e-11,2.298416674914306e-12,302.0
1.2760478863252298e-11,2.3367507286798096e-12,316.23
1.3257582839392882e-11,2.3778392346884816e-12,331.13
1.3249987752193976e-11,2.4167604773472673e-12,346.74
1.3807646752460808e-11,2.455685803300563e-12,363.08
1.4230062819109361e-11,2.497191050600287e-12,380.19
1.4585933911623245e-11,2.5334534098854637e-12,398.11
1.4662340747272966e-11,2.572400077205093e-12,416.87
1.555244182525433e-11,2.6085883143965714e-12,436.52
1.60134650091851e-11,2.646475831373721e-12,457.09
1.5875121167583847e-11,2.6817525314908525e-12,478.63
1.637820432247945e-11,2.7181850120072452e-12,501.19
1.677785197091542e-11,2.75279816541021e-12,524.81
1.7138255494808197e-11,2.7902037557050507e-12,549.54
1.7436502040292243e-11,2.823232448444091e-12,575.44
1.8040761777111745e-11,2.8577086095237577e-12,602.56
1.8784317729753128e-11,2.8913836478269867e-12,630.96
1.8200357181726942e-11,2.920828175941502e-12,660.69
1.9297702888618375e-11,2.9556278986925994e-12,691.83
1.9167562567603764e-11,2.9855491926489326e-12,724.44
2.0606080026862897e-11,3.0190586145608283e-12,758.58
1.976497960653916e-11,3.0452566862279913e-12,794.33
2.1086693886704587e-11,3.0794355958100995e-12,831.76
2.180912850368807e-11,3.10695259396086e-12,870.96
2.2385719902064873e-11,3.1324705806531234e-12,912.01
2.164839937985016e-11,3.1604928884751333e-12,954.99
2.263746316406956e-11,3.1869723502891617e-12,1000.0
2.3553624916457444e-11,3.2159865989148145e-12,1047.1
2.3003030430464748e-11,3.240383724543496e-12,1096.5
2.3999176567377148e-11,3.2630681544775128e-12,1148.2
2.5182015406366635e-11,3.285269191473538e-12,1202.3
2.4802533270850103e-11,3.312757830385031e-12,1258.9
2.5554647452939688e-11,3.323943710878479e-12,1318.3
2.3085763136947348e-11,3.3190202493732017e-12,1380.4
2.521740382906485e-11,3.360878886553407e-12,1445.4
2.5559636260854418e-11,3.384667410641109e-12,1513.6
2.6729918648495198e-11,3.410096960998819e-12,1584.9
2.721328702331638e-11,3.427504390000793e-12,1659.6
2.7151887719005847e-11,3.4452361489072287e-12,1737.8
2.7607416617938934e-11,3.464479226142588e-12,1819.7
2.7940654883172286e-11,3.474204408364291e-12,1905.5
2.7772035044427677e-11,3.484410517024354e-12,1995.3
2.7076474112103196e-11,3.4968194518910214e-12,2089.3
2.7426588206416095e-11,3.5060745841956534e-12,2187.8
2.717734936179531e-11,3.512969268799953e-12,2290.9
2.6518112756232813e-11,3.5190202893370274e-12,2398.8
2.5535331676017006e-11,3.519420069749169e-12,2511.9
2.4107867876917646e-11,3.51644242895136e-12,2630.3
2.2864187325270735e-11,3.514863364206322e-12,2754.2
2.102905573400121e-11,3.5080789627853155e-12,2884.0
1.8335240215806436e-11,3.491064958913776e-12,3020.0
1.6971424272441905e-11,3.4936702888487917e-12,3162.3
1.488491954210085e-11,3.485064401246497e-12,3311.3
1.2559143321025808e-11,3.468049389712747e-12,3467.4
1.0093172654496693e-11,3.4468257193849394e-12,3630.8
7.747413697347904e-12,3.418905550571064e-12,3801.9
6.128852647921145e-12,3.3976827046571965e-12,3981.1
6.06152422532387e-12,3.4171048358718816e-12,4168.7
7.1567491536939964e-12,3.460144901203768e-12,4365.2
8.579004900804264e-12,3.5069268995444276e-12,4570.9
9.874313659908846e-12,3.5499814276557367e-12,4786.3
1.0899005986659715e-11,3.586221342376346e-12,5011.9
1.1551247605990942e-11,3.616644818542735e-12,5248.1
1.1840782015582453e-11,3.638537440759163e-12,5495.4
1.1868092406440776e-11,3.657836457959906e-12,5754.4
1.1644482235249015e-11,3.669184115386729e-12,6025.6
1.144264081953945e-11,3.683861125618812e-12,6309.6
1.1362423150297273e-11,3.696681611371724e-12,6606.9
1.1650558566101204e-11,3.717933286249328e-12,6918.3
1.382055570564334e-11,3.766750174787079e-12,7244.4
2.242124213567082e-11,3.897738869726536e-12,7585.8
3.2207287111306104e-11,4.046509610451057e-12,7943.3
2.7552287518064713e-11,3.99844252164379e-12,8317.6
2.0778548148018042e-11,3.917991343616854e-12,8709.6
1.6114160388696038e-11,3.861390627689157e-12,9120.1
1.341804884409474e-11,3.834269472153438e-12,9549.9
1.1775466013793953e-11,3.819724980941298e-12,10000.0
1.0884342858832725e-11,3.826294697209082e-12,10471.0
1.0482425790842017e-11,3.832578957782399e-12,10965.0
1.0542457846260026e-11,3.84502911913944e-12,11482.0
1.1007275780851157e-11,3.868946072041184e-12,12023.0
1.1793675793116251e-11,3.906843568098898e-12,12589.0
1.2754043433984314e-11,3.934244579045511e-12,13183.0
1.3926245387379944e-11,3.96681654296864e-12,13804.0
1.5646441767377147e-11,4.0146601735773934e-12,14454.0
1.7742218889427972e-11,4.0452478675733995e-12,15136.0
1.4992533315697077e-11,4.02102709814098e-12,15849.0
1.7107308069687423e-11,4.039448791817255e-12,16596.0
1.813634382481141e-11,4.04711306483489e-12,17378.0
2.034107475780403e-11,4.1244765043109546e-12,18197.0
2.2879456380908047e-11,4.21821019949222e-12,19055.0
3.145444935389975e-11,4.410154188317199e-12,19953.0
3.304624561806927e-11,4.550138338791176e-12,20893.0
2.3328215012574062e-11,4.579380299897841e-12,21878.0
2.7104933062468773e-11,4.594788603742403e-12,22909.0
2.7709613170863232e-11,4.3634986286536044e-12,23988.0
2.463425929688969e-11,3.338372438999013e-12,25119.0
9.013565249545065e-12,8.086581829932131e-13,26303.0
2.5594923433691184e-11,2.6547919892227286e-12,27542.0
2.919316858697547e-11,3.753594693532286e-12,28840.0
3.3665585901899885e-11,4.0680321413989405e-12,30200.0
3.720742761054517e-11,4.220145896281883e-12,31623.0
4.073526121810699e-11,4.354079217475496e-12,33113.0
4.4768418990895814e-11,4.477033484964906e-12,34674.0
4.3817505796709067e-11,4.5251506439763915e-12,36308.0
5.000176571886124e-11,4.6611366092952855e-12,38019.0
3.871375086356411e-11,4.49218047170867e-12,39811.0
4.2562250830054645e-11,4.286754311733741e-12,41687.0
3.9798518315923726e-11,3.626840156050565e-12,43652.0
3.30414760111144e-11,2.2664352260884468e-12,45709.0
1.1894116886243596e-11,7.945868734879717e-13,47863.0
3.3215800121426606e-11,2.5911023076636566e-12,50119.0
3.1903206093545206e-11,3.8230945198064025e-12,52481.0
5.0857793698051326e-11,4.452093222310951e-12,54954.0
8.844929915517402e-11,5.112083656966738e-12,57544.0
5.73305169581956e-11,4.5579956094197014e-12,60256.0
3.543620202196225e-11,4.2606254570639075e-12,63096.0
3.332611103615894e-11,4.262119990979937e-12,66069.0
3.5875730123926985e-11,4.3134099310127386e-12,69183.0
4.728739059677978e-11,4.4204649505122505e-12,72444.0
5.729342296047277e-11,4.390261637828504e-12,75858.0
5.105336350497862e-11,3.954552489914512e-12,79433.0
4.555359612136449e-11,3.270059460183189e-12,83176.0
2.970463681652985e-11,2.291674751369258e-12,87096.0
2.3941884046194718e-11,1.443664585855938e-12,91201.0
1.799395583000629e-11,9.964629375183483e-13,95499.0
2.3184173194113233e-11,1.1604609007352535e-12,100000.0
3.3011835360739337e-11,1.6471492123609756e-12,104710.0
3.149541107264439e-11,2.0476007121927815e-12,109650.0
2.967963450431738e-11,2.3496462433062534e-12,114820.0
2.99010894727028e-11,2.5895364042171294e-12,120230.0
3.961844519591335e-11,2.847198388436783e-12,125890.0
4.2975155282475534e-11,2.9594616241056583e-12,131830.0
3.758993782903976e-11,2.934852088093482e-12,138040.0
5.3931021086889135e-11,3.181304851434532e-12,144540.0
4.572426109391477e-11,2.9894438170455816e-12,151360.0
3.503271928053891e-11,2.761121454845925e-12,158490.0
3.912994364106454e-11,2.711322814950029e-12,165960.0
3.5415215014190396e-11,2.5063941594457383e-12,173780.0
2.926392626525747e-11,2.25867732412829e-12,181970.0
3.140556198814803e-11,2.089867134799534e-12,190550.0
2.3889366041470568e-11,1.7725173288125171e-12,199530.0
2.5446659734132775e-11,1.5684494039830072e-12,208930.0
2.7150993172806317e-11,1.3736937033125355e-12,218780.0
1.8961373899482314e-11,1.0834390516923929e-12,229090.0
1.5324345715370172e-11,8.703504001952329e-13,239880.0
1.5768146715042332e-11,7.461672621861563e-13,251190.0
1.5045526556534827e-11,6.273011577744084e-13,263030.0
1.5482530021320362e-11,7.421641964324575e-13,275420.0
1.775507070838876e-11,9.43299650869422e-13,288400.0
1.934792982804075e-11,1.0499296651238136e-12,302000.0
2.0266102694986265e-11,1.116642656038043e-12,316230.0
2.1649292273823397e-11,1.184392936512613e-12,331130.0
2.202609431304167e-11,1.2635145099476998e-12,346740.0
2.2931445076218414e-11,1.3317211915556067e-12,363080.0
2.497531579363121e-11,1.370472608738764e-12,380190.0
2.520741344751642e-11,1.566756944285141e-12,398110.0
2.6426563515791236e-11,1.4682320548100244e-12,416870.0
3.092982042190554e-11,2.0045425945052893e-12,436520.0
3.517504817207828e-11,2.4754423482086446e-12,457090.0
3.49767648035349e-11,2.5050902096653925e-12,478630.0
3.450849295523016e-11,2.360083686809845e-12,501190.0
3.9616596351091086e-11,2.656203412638677e-12,524810.0
4.222218190760627e-11,2.8499488270021246e-12,549540.0
3.6584843408497034e-11,2.5358135442327476e-12,575440.0
3.744738700670279e-11,2.3761393788719404e-12,602560.0
3.847791867398853e-11,2.8026422632429184e-12,630960.0
4.2422919862204246e-11,3.0822601568129062e-12,660690.0
4.1321380894072e-11,3.115238362700946e-12,691830.0
4.093820858020483e-11,2.962854529092161e-12,724440.0
4.157619364679566e-11,2.9275999912853487e-12,758580.0
3.964212647136211e-11,2.686539593756762e-12,794330.0
3.7817281994725424e-11,2.5408928451830625e-12,831760.0
3.419672537794901e-11,2.4558667063540047e-12,870960.0
3.306471592726274e-11,2.2183781506577506e-12,912010.0
3.414435349069852e-11,2.410251670458283e-12,954990.0
3.6587149351464e-11,2.556564216885737e-12,1000000.0
3.512324728328594e-11,2.4265655819211956e-12,1047100.0
3.1242736704506525e-11,2.2409050637047603e-12,1096500.0
3.103493144859901e-11,2.2160262978099154e-12,1148200.0
2.7992539834936456e-11,1.891643851751168e-12,1202300.0
2.8039060637179844e-11,1.912354353430841e-12,1258900.0
2.856871246048218e-11,2.0928085451657968e-12,1318300.0
2.976075907244415e-11,2.241235298289345e-12,1380400.0
2.7368029367096676e-11,2.1671262655832525e-12,1445400.0
2.635755006268411e-11,1.9877547392190616e-12,1513600.0
2.3772044371153162e-11,1.8224766598873018e-12,1584900.0
2.4220678635727742e-11,1.9472561453649263e-12,1659600.0
2.38921428551201e-11,2.0347067181832143e-12,1737800.0
2.3438144776986605e-11,2.062538794660022e-12,1819700.0
2.0933465269356463e-11,1.7361378621051999e-12,1905500.0
2.0377843044031907e-11,1.6832253719033793e-12,1995300.0
2.016065239527044e-11,1.7880015859380742e-12,2089300.0
1.9170978912532807e-11,1.6447658093143692e-12,2187800.0
1.8945803006418725e-11,1.6823223296964443e-12,2290900.0
1.761623717858717e-11,1.5193644780979827e-12,2398800.0
1.6063318533007634e-11,1.3735419535422876e-12,2511900.0
1.5410692081415255e-11,1.3181707116467465e-12,2630300.0
1.4917390353605383e-11,1.3336755889773063e-12,2754200.0
1.4866541982193677e-11,1.3812464148914092e-12,2884000.0
1.4200209950421392e-11,1.3100852052950757e-12,3020000.0
1.383973304050742e-11,1.3237375815715259e-12,3162300.0
1.3333482886414371e-11,1.287410932823683e-12,3311300.0
1.2765368163136014e-11,1.2409362267708024e-12,3467400.0
1.235740270901016e-11,1.2223842367201304e-12,3630800.0
1.1882152888554666e-11,1.182512499690427e-12,3801900.0
1.1467832169183988e-11,1.1501665230110502e-12,3981100.0
1.0922848695099882e-11,1.0804808722181504e-12,4168700.0
1.0499307855271664e-11,1.0262330805718019e-12,4365200.0
1.0376406976017145e-11,1.0318906349997524e-12,4570900.0
1.0408146730759752e-11,1.0650846983848075e-12,4786300.0
1.0253811669385351e-11,1.0507806100063843e-12,5011900.0
1.0110148692916308e-11,1.0465277827471441e-12,5248100.0
9.991396412452048e-12,1.0171880942026143e-12,5495400.0
9.935775466071301e-12,1.0089185700158976e-12,5754400.0
9.970945131074155e-12,1.0204226640345539e-12,6025600.0
9.786574739782745e-12,1.0049196007108756e-12,6309600.0
9.298216258340419e-12,9.64307709354534e-13,6606900.0
8.507433065068878e-12,8.876676525942296e-13,6918300.0
8.110483132172929e-12,8.520536606254516e-13,7244400.0
7.796902666491195e-12,8.491111733600421e-13,7585800.0
7.666246634337396e-12,8.69731713994786e-13,7943300.0
7.37087917272064e-12,8.73224255033528e-13,8317600.0
7.389516201978658e-12,8.883169630628752e-13,8709600.0
7.405837193141418e-12,9.12242008493522e-13,9120100.0
7.387817528904599e-12,9.340654688599945e-13,9549900.0
3.3967630387567203e-12,4.3500216524738584e-13,10000000.0
3.371214588324333e-12,4.4797237090705345e-13,10200000.0
3.3504835904826817e-12,4.653867295210027e-13,10400000.0
3.23798872894193e-12,4.804443260685023e-13,10600000.0
3.1865146983080354e-12,4.997500922743625e-13,10800000.0
3.3088492889025784e-12,5.429724478175769e-13,11000000.0
3.740932809052716e-12,5.851485837521412e-13,11200000.0
4.633047211190702e-12,6.282316553017319e-13,11400000.0
4.8876225072606105e-12,6.78630786225869e-13,11600000.0
4.722349702420468e-12,7.145960793512633e-13,11800000.0
